id,join_date,activated
151,"2019-03-31 01:50:31",1
152,"2019-03-31 01:50:31",1
153,"2019-03-31 01:50:31",1
154,"2019-03-31 01:50:31",1
155,"2019-03-31 01:50:31",1
156,"2019-03-31 01:50:31",1
157,"2019-03-31 01:50:31",1
158,"2019-03-31 01:50:31",1
159,"2019-03-31 01:50:31",1
160,"2019-03-31 01:50:31",1
161,"2019-03-31 01:50:31",1
162,"2019-03-31 01:50:31",1
163,"2019-03-31 01:50:31",1
164,"2019-03-31 01:50:31",1
165,"2019-03-31 01:50:31",1
166,"2019-03-31 01:50:31",1
167,"2019-03-31 01:50:31",1
168,"2019-03-31 01:50:31",1
169,"2019-03-31 01:50:31",1
170,"2019-03-31 01:50:31",1
171,"2019-03-31 01:50:31",1
172,"2019-03-31 01:50:31",1
173,"2019-03-31 01:50:31",1
174,"2019-03-31 01:50:31",1
175,"2019-03-31 01:50:31",1
176,"2019-03-31 01:50:31",1
177,"2019-03-31 01:50:31",1
178,"2019-03-31 01:50:31",1
179,"2019-03-31 01:50:31",1
180,"2019-03-31 01:50:31",1
181,"2019-03-31 01:50:31",1
182,"2019-03-31 01:50:31",1
183,"2019-03-31 01:50:31",1
184,"2019-03-31 01:50:31",1
185,"2019-03-31 01:50:31",1
186,"2019-03-31 01:50:31",1
187,"2019-03-31 01:50:31",1
188,"2019-03-31 01:50:31",1
189,"2019-03-31 01:50:31",1
190,"2019-03-31 01:50:31",1
191,"2019-03-31 01:50:31",1
192,"2019-03-31 01:50:31",1
193,"2019-03-31 01:50:31",1
194,"2019-03-31 01:50:31",1
195,"2019-03-31 01:50:31",1
196,"2019-03-31 01:50:31",1
197,"2019-03-31 01:50:31",1
198,"2019-03-31 01:50:31",1
199,"2019-03-31 01:50:31",1
200,"2019-03-31 01:50:31",1
201,"2019-03-31 01:50:31",1
202,"2019-03-31 01:50:31",1
203,"2019-03-31 01:50:31",1
204,"2019-03-31 01:50:31",1
205,"2019-03-31 01:50:31",1
206,"2019-03-31 01:50:31",1
207,"2019-03-31 01:50:31",1
208,"2019-03-31 01:50:31",1
209,"2019-03-31 01:50:31",1
210,"2019-03-31 01:50:31",1
211,"2019-03-31 01:50:31",1
212,"2019-03-31 01:50:31",1
213,"2019-03-31 01:50:31",1
214,"2019-03-31 01:50:31",1
215,"2019-03-31 01:50:31",1
216,"2019-03-31 01:50:31",1
217,"2019-03-31 01:50:31",1
218,"2019-03-31 01:50:31",1
219,"2019-03-31 01:50:31",1
220,"2019-03-31 01:50:31",1
221,"2019-03-31 01:50:31",1
222,"2019-03-31 01:50:31",1
223,"2019-03-31 01:50:31",1
224,"2019-03-31 01:50:31",1
225,"2019-03-31 01:50:31",0
226,"2019-03-31 01:50:31",1
227,"2019-03-31 01:50:31",1
228,"2019-03-31 01:50:31",0
229,"2019-03-31 01:50:31",1
230,"2019-03-31 01:50:31",1
231,"2019-03-31 01:50:31",1
232,"2019-03-31 01:50:31",1
233,"2019-03-31 01:50:31",1
234,"2019-03-31 01:50:31",1
235,"2019-03-31 01:50:31",1
236,"2019-03-31 01:50:31",1
237,"2019-03-31 01:50:31",1
238,"2019-03-31 01:50:31",0
239,"2019-03-31 01:50:31",1
240,"2019-03-31 01:50:31",0
241,"2019-03-31 01:50:31",1
242,"2019-03-31 01:50:31",0
243,"2019-03-31 01:50:31",0
244,"2019-03-31 01:50:31",0
245,"2019-03-31 01:50:31",1
246,"2019-03-31 01:50:31",0
247,"2019-03-31 01:50:31",0
248,"2019-03-31 01:50:31",0
249,"2019-03-31 01:50:31",1
250,"2019-03-31 01:50:31",0
251,"2019-03-31 01:50:31",0
252,"2019-03-31 01:50:31",0
253,"2019-03-31 01:50:31",0
254,"2019-03-31 01:50:31",0
255,"2019-03-31 01:50:31",0
256,"2019-03-31 01:50:31",0
257,"2019-03-31 01:50:31",1
258,"2019-03-31 01:50:31",0
259,"2019-03-31 01:50:31",0
260,"2019-03-31 01:50:31",0
261,"2019-03-31 01:50:31",0
262,"2019-03-31 01:50:31",0
263,"2019-03-31 01:50:31",0
264,"2019-03-31 01:50:31",0
265,"2019-03-31 01:50:31",1
266,"2019-03-31 01:50:31",0
270,"2019-03-31 01:50:31",0
271,"2019-03-31 01:50:31",1
273,"2019-03-31 01:50:31",1
274,"2019-03-31 23:31:37",1
275,"2019-04-01 19:09:55",1
276,"2019-04-02 17:06:38",1
277,"2019-04-02 18:05:06",1
278,"2019-04-02 18:07:12",1
279,"2019-04-04 16:06:41",1
280,"2019-04-04 16:29:03",0
281,"2019-04-04 17:10:16",0
282,"2019-04-04 17:12:09",0
283,"2019-04-04 17:25:45",0
284,"2019-04-04 17:26:19",0
285,"2019-04-04 17:59:19",1
286,"2019-04-04 18:03:24",1
287,"2019-04-04 18:20:03",0
288,"2019-04-04 18:22:36",1
289,"2019-04-04 18:25:39",1
290,"2019-04-04 18:28:34",0
291,"2019-04-04 18:30:10",0
292,"2019-04-04 18:31:52",0
293,"2019-04-04 19:08:29",0
294,"2019-04-04 20:00:34",0
295,"2019-04-04 21:45:45",0
296,"2019-04-05 21:40:22",1
297,"2019-04-05 22:49:45",1
298,"2019-04-08 16:03:30",0
299,"2019-04-08 17:29:48",1
300,"2019-04-09 00:28:29",1
301,"2019-04-09 00:32:22",1
302,"2019-04-09 01:29:18",1
303,"2019-04-09 03:45:48",1
304,"2019-04-09 04:19:44",1
305,"2019-04-09 04:20:42",1
306,"2019-04-09 04:21:30",1
307,"2019-04-09 07:47:40",1
308,"2019-04-09 12:59:20",1
309,"2019-04-09 13:18:08",1
310,"2019-04-09 14:13:28",0
311,"2019-04-09 16:24:58",0
312,"2019-04-09 16:27:45",0
313,"2019-04-09 16:33:50",1
314,"2019-04-09 16:39:54",1
315,"2019-04-09 16:58:28",1
316,"2019-04-09 17:36:08",1
317,"2019-04-09 18:28:51",1
318,"2019-04-09 18:30:25",1
319,"2019-04-09 18:41:56",1
320,"2019-04-09 18:53:06",1
321,"2019-04-09 19:04:45",1
322,"2019-04-09 19:28:27",1
323,"2019-04-09 19:57:52",1
324,"2019-04-09 19:57:54",1
325,"2019-04-09 20:16:41",1
326,"2019-04-09 20:41:22",1
327,"2019-04-09 20:42:45",1
328,"2019-04-09 22:07:22",1
329,"2019-04-10 01:13:29",0
330,"2019-04-10 01:13:52",1
331,"2019-04-10 01:13:58",0
332,"2019-04-10 02:10:28",1
333,"2019-04-10 03:31:48",1
334,"2019-04-10 04:36:59",1
335,"2019-04-10 06:40:13",1
336,"2019-04-10 06:50:40",1
337,"2019-04-10 15:34:40",0
338,"2019-04-10 15:53:05",0
339,"2019-04-10 17:11:29",1
340,"2019-04-10 18:23:11",1
341,"2019-04-10 19:41:19",1
342,"2019-04-10 20:28:21",1
343,"2019-04-10 20:32:10",0
344,"2019-04-10 22:35:54",1
345,"2019-04-11 00:11:59",0
346,"2019-04-11 02:10:02",1
347,"2019-04-11 02:53:46",1
348,"2019-04-11 03:02:55",1
349,"2019-04-11 03:05:28",1
350,"2019-04-11 13:33:28",1
351,"2019-04-11 15:55:03",1
352,"2019-04-11 18:22:05",1
353,"2019-04-11 19:31:25",1
354,"2019-04-11 20:44:50",1
355,"2019-04-11 20:55:00",1
356,"2019-04-11 21:20:56",1
357,"2019-04-11 21:22:24",1
358,"2019-04-11 21:28:45",1
359,"2019-04-11 21:39:53",1
360,"2019-04-12 01:30:35",1
361,"2019-04-12 01:32:13",1
362,"2019-04-12 01:32:45",1
363,"2019-04-12 01:47:30",1
364,"2019-04-12 01:51:22",1
365,"2019-04-12 01:53:41",1
366,"2019-04-12 01:53:44",1
367,"2019-04-12 03:00:48",1
368,"2019-04-12 07:51:25",1
369,"2019-04-12 13:51:40",1
370,"2019-04-12 16:48:47",1
371,"2019-04-12 17:24:54",1
372,"2019-04-12 18:08:36",1
373,"2019-04-12 19:10:36",1
374,"2019-04-12 20:00:43",1
375,"2019-04-12 20:01:43",1
376,"2019-04-12 21:17:43",1
377,"2019-04-12 21:20:45",1
378,"2019-04-12 22:15:39",0
379,"2019-04-12 23:15:59",1
380,"2019-04-12 23:16:42",1
381,"2019-04-13 00:41:24",1
382,"2019-04-13 02:47:53",1
383,"2019-04-13 04:10:23",1
384,"2019-04-13 04:23:32",1
385,"2019-04-13 04:57:56",1
386,"2019-04-13 05:33:11",1
387,"2019-04-13 05:47:16",0
388,"2019-04-13 05:50:55",1
389,"2019-04-13 05:52:33",1
390,"2019-04-13 06:26:07",1
391,"2019-04-13 06:44:28",0
392,"2019-04-14 02:28:00",0
393,"2019-04-14 06:17:25",1
394,"2019-04-14 08:37:22",1
395,"2019-04-14 18:20:45",1
396,"2019-04-14 18:38:47",1
397,"2019-04-14 18:45:57",1
398,"2019-04-14 19:41:15",1
399,"2019-04-14 19:41:58",1
400,"2019-04-14 20:16:17",1
401,"2019-04-14 20:56:08",0
402,"2019-04-14 21:44:14",1
403,"2019-04-14 22:57:52",1
404,"2019-04-15 03:13:08",1
405,"2019-04-15 09:19:25",1
406,"2019-04-15 13:49:06",1
407,"2019-04-15 13:50:31",0
408,"2019-04-15 14:11:09",1
409,"2019-04-15 15:00:08",0
410,"2019-04-15 16:06:11",1
411,"2019-04-15 17:05:11",1
412,"2019-04-15 17:07:30",0
413,"2019-04-15 17:28:55",0
414,"2019-04-15 17:58:53",1
415,"2019-04-15 18:06:05",1
416,"2019-04-15 18:20:06",1
417,"2019-04-15 19:00:20",1
418,"2019-04-15 19:42:00",0
419,"2019-04-15 19:44:00",1
420,"2019-04-15 19:58:55",1
421,"2019-04-15 20:04:56",1
422,"2019-04-15 20:08:34",0
423,"2019-04-15 20:12:32",1
424,"2019-04-15 21:07:13",0
425,"2019-04-15 21:09:31",1
426,"2019-04-15 22:14:12",0
427,"2019-04-15 22:33:54",1
428,"2019-04-15 22:58:50",0
429,"2019-04-15 22:59:28",1
430,"2019-04-15 23:03:09",0
431,"2019-04-16 00:52:05",1
432,"2019-04-16 00:56:24",1
433,"2019-04-16 01:00:11",1
434,"2019-04-17 04:32:24",0
435,"2019-04-17 04:40:05",1
436,"2019-04-17 09:44:21",1
437,"2019-04-17 16:48:31",1
438,"2019-04-17 20:52:10",0
439,"2019-04-18 16:17:04",1
440,"2019-04-18 17:29:24",1
441,"2019-04-18 19:01:35",0
442,"2019-04-18 19:07:34",0
443,"2019-04-19 14:49:23",1
444,"2019-04-19 19:01:55",0
445,"2019-04-19 22:09:17",1
446,"2019-04-24 19:42:12",1
447,"2019-05-16 23:32:23",0
448,"2019-07-04 21:13:08",1
449,"2019-07-08 09:18:44",1
450,"2019-07-16 22:42:40",1
451,"2019-07-27 06:01:27",1
452,"2019-08-25 03:20:05",1
453,"2019-08-29 01:10:54",0
454,"2019-08-29 01:24:06",1
455,"2019-08-29 19:18:52",1
456,"2019-08-29 19:34:14",1
457,"2019-08-29 19:45:16",1
458,"2019-08-29 20:01:53",1
459,"2019-08-29 20:13:02",1
460,"2019-08-29 21:00:19",1
461,"2019-08-29 21:05:59",1
462,"2019-08-29 21:20:55",1
463,"2019-08-29 21:36:22",1
464,"2019-08-30 01:18:46",1
465,"2019-08-30 06:18:40",1
466,"2019-08-31 07:29:27",1
467,"2019-08-31 23:19:47",1
468,"2019-09-03 04:09:31",1
469,"2019-09-03 22:36:30",1
470,"2019-09-04 14:48:37",1
471,"2019-09-04 17:52:58",1
472,"2019-09-05 04:57:39",1
473,"2019-09-13 22:11:58",1
474,"2019-09-14 13:49:18",1
475,"2019-09-18 22:23:05",1
476,"2019-09-20 02:56:27",1
477,"2019-10-01 03:24:18",1
478,"2019-10-20 14:48:08",1
479,"2019-11-04 16:28:19",1
480,"2019-11-04 17:55:23",1
481,"2019-11-04 18:38:08",1
482,"2019-11-04 19:22:35",0
483,"2019-11-04 20:56:50",1
484,"2019-11-04 21:00:14",1
485,"2019-11-04 22:19:04",0
486,"2019-11-04 22:21:04",0
487,"2019-11-04 22:23:27",1
488,"2019-11-04 22:24:24",0
489,"2019-11-04 22:34:34",1
490,"2019-11-05 03:25:55",0
491,"2019-11-05 18:36:06",0
492,"2019-11-05 21:20:27",0
493,"2019-11-05 21:21:08",0
494,"2019-11-05 21:22:19",0
495,"2019-11-05 21:26:56",0
496,"2019-11-05 21:54:08",1
497,"2019-11-06 03:56:53",1
498,"2019-11-06 16:29:28",0
499,"2019-11-06 17:02:08",0
500,"2019-11-06 17:54:46",0
501,"2019-11-06 18:08:26",0
502,"2019-11-06 18:09:56",1
503,"2019-11-06 18:42:27",1
504,"2019-11-06 18:45:11",1
505,"2019-11-06 18:53:06",0
506,"2019-11-06 18:58:20",1
507,"2019-11-06 18:59:10",1
508,"2019-11-06 19:00:04",1
509,"2019-11-06 19:06:14",1
510,"2019-11-06 19:09:11",0
511,"2019-11-06 19:11:55",1
512,"2019-11-06 19:17:08",0
513,"2019-11-06 19:45:32",1
514,"2019-11-06 19:48:10",0
515,"2019-11-06 20:08:36",1
516,"2019-11-06 20:43:35",0
517,"2019-11-06 21:13:56",1
518,"2019-11-06 22:04:46",0
519,"2019-11-06 22:38:13",1
520,"2019-11-06 22:38:35",0
521,"2019-11-06 22:38:48",0
522,"2019-11-06 22:52:20",1
523,"2019-11-07 02:30:29",1
524,"2019-11-07 02:32:33",1
525,"2019-11-07 02:32:57",1
526,"2019-11-07 03:34:30",1
527,"2019-11-07 06:45:43",1
528,"2019-11-07 19:20:31",1
529,"2019-11-07 19:21:58",0
530,"2019-11-07 20:23:17",1
531,"2019-11-07 20:34:30",0
532,"2019-11-08 00:36:00",1
533,"2019-11-08 01:14:19",1
534,"2019-11-08 01:17:53",1
535,"2019-11-08 17:46:38",1
536,"2019-11-08 17:48:23",1
537,"2019-11-08 18:10:26",0
538,"2019-11-08 18:34:10",1
539,"2019-11-08 18:37:37",1
540,"2019-11-08 18:58:42",1
541,"2019-11-08 22:06:14",0
542,"2019-11-08 22:07:49",0
543,"2019-11-08 23:09:02",0
544,"2019-11-09 00:02:09",1
545,"2019-11-09 05:59:35",0
546,"2019-11-09 06:03:41",1
547,"2019-11-10 21:45:28",1
548,"2019-11-10 22:24:32",1
549,"2019-11-10 22:30:10",1
550,"2019-11-10 23:53:22",0
551,"2019-11-11 04:17:37",0
552,"2019-11-11 07:24:54",1
553,"2019-11-11 17:16:16",0
554,"2019-11-11 17:59:27",1
555,"2019-11-11 19:02:44",1
556,"2019-11-11 19:42:17",1
557,"2019-11-11 19:49:17",1
558,"2019-11-11 20:34:12",1
559,"2019-11-11 20:39:56",1
560,"2019-11-11 20:39:59",1
561,"2019-11-11 21:19:34",1
562,"2019-11-11 22:57:23",1
563,"2019-11-12 18:35:23",1
564,"2019-11-12 20:14:39",1
565,"2019-11-12 21:52:40",1
566,"2019-11-14 06:22:55",0
567,"2019-11-16 00:55:28",1
568,"2019-11-16 05:22:46",1
569,"2019-11-16 19:50:07",1
570,"2019-11-18 19:04:10",0
571,"2019-11-18 19:25:39",1
572,"2019-11-18 20:23:35",0
573,"2019-11-19 01:00:06",0
574,"2019-11-19 21:53:39",0
575,"2019-11-19 21:54:25",0
576,"2019-11-20 03:50:51",1
577,"2019-11-20 20:10:52",0
578,"2019-11-21 03:23:26",1
579,"2019-11-21 04:25:08",1
580,"2019-11-22 16:44:07",1
581,"2019-11-22 21:18:57",0
582,"2019-11-22 21:23:09",1
583,"2019-11-23 03:36:50",1
584,"2019-11-23 20:50:56",1
585,"2020-02-05 23:31:30",1
586,"2020-02-24 17:43:24",1
587,"2020-02-24 18:12:59",0
588,"2020-02-24 19:58:46",1
589,"2020-02-24 20:33:18",1
590,"2020-02-24 23:30:13",0
591,"2020-02-25 19:39:15",1
592,"2020-02-25 23:09:49",0
593,"2020-02-26 17:10:42",1
594,"2020-02-26 18:38:07",1
595,"2020-02-26 19:08:10",1
596,"2020-03-02 18:53:30",0
597,"2020-03-02 19:18:46",1
598,"2020-03-02 19:49:40",1
599,"2020-03-02 21:00:51",1
600,"2020-03-03 17:03:00",0
601,"2020-03-03 17:49:39",1
602,"2020-03-03 21:05:04",1
603,"2020-03-03 22:42:34",1
604,"2020-03-04 17:49:29",0
605,"2020-03-04 18:16:29",1
606,"2020-03-04 18:41:32",1
607,"2020-03-04 18:54:26",1
608,"2020-03-05 18:10:22",1
609,"2020-03-05 18:49:34",1
610,"2020-03-05 19:36:56",0
611,"2020-03-05 20:25:49",0
612,"2020-03-05 20:55:11",0
613,"2020-03-05 21:25:00",0
614,"2020-03-06 17:11:46",1
615,"2020-03-06 19:05:49",0
616,"2020-03-06 19:18:08",1
617,"2020-03-06 19:24:10",0
618,"2020-03-06 19:46:16",0
619,"2020-03-06 20:27:35",0
620,"2020-03-06 21:40:34",1
621,"2020-03-07 00:37:15",1
622,"2020-03-07 20:17:28",1
623,"2020-03-07 20:22:23",1
624,"2020-03-08 16:45:35",1
625,"2020-03-09 04:17:50",0
626,"2020-03-09 15:45:11",1
627,"2020-03-09 15:47:10",1
628,"2020-03-09 19:58:12",1
629,"2020-03-12 06:34:29",0
630,"2020-03-12 06:45:33",1
631,"2020-03-12 23:35:45",1
632,"2020-03-13 00:39:03",0
